employee_id,project_name,project_type,project_role,project_client,project_value,project_status,kt_successor,kt_successor_role,kt_start_date,kt_target_date,kt_overall_progress,kt_items,a360_overall,a360_benchmark,a360_period,a360_sources,a360_criteria,a360_strengths,a360_needs_dev,a360_manager_note,training_hours,last_promotion_year,updated_at
3bb76ee6-aa32-4db6-b9e8-36ddfd2c0f76,"Digital Transformation","Hành chính",Lead,"Nội bộ","23B VNĐ",active,,,,,28,[],3.00,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.9}, {""role"": ""Cấp dưới"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 4.5}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.3}]","[""Đáng tin cậy"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",93,2022,"2026-04-24 14:19:16.763731+00"
af5f4502-167a-431b-82ea-3c220e77695c,"ERP Migration","Công nghệ",Contributor,"Nội bộ","50B VNĐ",active,,,,,64,[],4.40,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.7}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.1}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.5}]","[{""label"": ""Lãnh đạo"", ""score"": 4.7}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.9}]","[""Kỹ năng kỹ thuật"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",108,2019,"2026-04-24 14:19:16.763731+00"
d4502ae5-f89f-496d-a398-3189a88f598c,"Sustainability Initiative","Công nghệ",Lead,"Khách hàng B","16B VNĐ",completed,,,,,68,[],4.10,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",104,2019,"2026-04-24 14:19:16.763731+00"
8c702b36-a902-4285-b9a2-3071598271c9,"Digital Transformation","Hành chính",Member,"Nội bộ","4B VNĐ",active,,,,,70,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.1}, {""role"": ""Cấp dưới"", ""score"": 4.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.1}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 3.3}]","[""Đáng tin cậy"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",55,2022,"2026-04-24 14:19:16.763731+00"
af07b3bd-4e4c-44f0-b663-65ab6c07fdfd,"ISO Certification","Vận hành",Lead,"Nội bộ","27B VNĐ",completed,,,,,73,[],4.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 4.5}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.5}]","[{""label"": ""Lãnh đạo"", ""score"": 2.8}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 5.0}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",36,2020,"2026-04-24 14:19:16.763731+00"
c490bf75-477c-48f9-bf3d-26a5be03e7ad,"AI Forecasting","Vận hành",Lead,"Khách hàng A","24B VNĐ",planning,,,,,24,[],4.00,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.8}, {""role"": ""Cấp dưới"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 3.5}, {""label"": ""Giao tiếp"", ""score"": 3.0}, {""label"": ""Làm việc nhóm"", ""score"": 5.0}]","[""Giải quyết vấn đề"", ""Đáng tin cậy""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",96,2020,"2026-04-24 14:19:16.763731+00"
c69256b2-5e5a-4ecb-8d77-fd79be2e16ea,"AI Forecasting","Kinh doanh",Contributor,"Nội bộ","40B VNĐ",planning,,,,,28,[],3.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Quản lý trực tiếp"", ""score"": 5.0}, {""role"": ""Cấp dưới"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 4.6}, {""label"": ""Làm việc nhóm"", ""score"": 5.0}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",68,2023,"2026-04-24 14:19:16.763731+00"
211a7269-b70a-4662-a985-ed590e9142c1,"ERP Migration","Vận hành",Member,"Nội bộ","2B VNĐ",completed,,,,,31,[],4.70,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 4.7}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",71,2023,"2026-04-24 14:19:16.763731+00"
9a9ae8ef-9b0a-4c0a-b40a-27b0416957dd,"Market Expansion HAN","Hành chính",Contributor,"Đối tác C","49B VNĐ",active,,,,,49,[],4.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.9}, {""role"": ""Cấp dưới"", ""score"": 3.2}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.0}]","[{""label"": ""Lãnh đạo"", ""score"": 3.5}, {""label"": ""Giao tiếp"", ""score"": 3.7}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",103,2019,"2026-04-24 14:19:16.763731+00"
784b8a3e-701e-4778-b161-e80438a534fc,"AI Forecasting","Hành chính",Member,"Khách hàng B","39B VNĐ",active,,,,,91,[],4.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.7}, {""role"": ""Cấp dưới"", ""score"": 3.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.2}]","[{""label"": ""Lãnh đạo"", ""score"": 2.9}, {""label"": ""Giao tiếp"", ""score"": 3.4}, {""label"": ""Làm việc nhóm"", ""score"": 4.7}]","[""Kỹ năng kỹ thuật"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",35,2019,"2026-04-24 14:19:16.763731+00"
a8175f68-60d4-4605-9592-914cd0934355,"ISO Certification","Kinh doanh",Member,"Đối tác C","43B VNĐ",active,,,,,94,[],4.90,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.5}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.4}]","[{""label"": ""Lãnh đạo"", ""score"": 4.6}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.9}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",107,2023,"2026-04-24 14:19:16.763731+00"
a7079382-bfca-4df3-891c-264acaee7aef,"WMS Upgrade","Hành chính",Member,"Khách hàng A","47B VNĐ",completed,,,,,91,[],4.50,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.5}, {""role"": ""Cấp dưới"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.1}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.9}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",66,2024,"2026-04-24 14:19:16.763731+00"
2cd5eec7-61a0-4d4a-92ce-fd08be6a2b3e,"ERP Migration","Vận hành",Member,"Khách hàng A","17B VNĐ",active,,,,,4,[],3.70,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.4}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.7}, {""role"": ""Cấp dưới"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 5.0}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",119,2024,"2026-04-24 14:19:16.763731+00"
cd3a5985-73e3-4d9c-ab4e-8c6e00a4b6b6,"Sustainability Initiative","Kinh doanh",Contributor,"Khách hàng B","30B VNĐ",completed,,,,,75,[],4.80,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.7}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 4.7}]","[""Kỹ năng kỹ thuật"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",96,2023,"2026-04-24 14:19:16.763731+00"
1dbc5bf5-4426-4c37-8fa2-9d6fc8c1614d,"Sustainability Initiative","Công nghệ",Contributor,"Khách hàng A","18B VNĐ",active,,,,,10,[],4.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.7}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.1}, {""role"": ""Cấp dưới"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 4.9}]","[""Đáng tin cậy"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",43,2022,"2026-04-24 14:19:16.763731+00"
d8e062a5-c5b5-4964-ab27-c7553bc81c19,"Digital Transformation","Kinh doanh",Contributor,"Đối tác C","20B VNĐ",completed,,,,,23,[],3.60,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 5.0}, {""role"": ""Cấp dưới"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 5.0}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",35,2021,"2026-04-24 14:19:16.763731+00"
8d583611-2581-4218-88a2-caa138f41a7d,"ERP Migration","Kinh doanh",Member,"Khách hàng A","11B VNĐ",completed,,,,,14,[],5.00,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.5}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 3.9}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",88,2024,"2026-04-24 14:19:16.763731+00"
78e78286-ebea-4d1f-80c7-06c6a722318e,"WMS Upgrade","Kinh doanh",Member,"Khách hàng A","8B VNĐ",active,,,,,47,[],4.00,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.1}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",54,2024,"2026-04-24 14:19:16.763731+00"
f78d6e9d-9bad-4feb-b21f-dd45a7173be4,"AI Forecasting","Hành chính",Member,"Khách hàng A","42B VNĐ",planning,,,,,3,[],3.10,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.9}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 3.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",20,2019,"2026-04-24 14:19:16.763731+00"
3ff85889-30b1-408f-bf4c-878b6d64cdcd,"ISO Certification","Công nghệ",Sponsor,"Khách hàng A","29B VNĐ",planning,,,,,8,[],4.80,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 3.1}]","[{""label"": ""Lãnh đạo"", ""score"": 2.6}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.7}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",59,2020,"2026-04-24 14:19:16.763731+00"
c3639a8c-b7c7-4a46-88a9-0e2a499aafaf,"Market Expansion HAN","Vận hành",Lead,"Đối tác C","2B VNĐ",planning,,,,,38,[],3.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.5}, {""role"": ""Cấp dưới"", ""score"": 3.4}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.5}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",35,2020,"2026-04-24 14:19:16.763731+00"
76baad34-08f9-4802-9ffb-c405c077d17c,"Sustainability Initiative","Kinh doanh",Member,"Đối tác C","12B VNĐ",planning,,,,,3,[],4.20,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}, {""role"": ""Cấp dưới"", ""score"": 3.7}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.4}]","[{""label"": ""Lãnh đạo"", ""score"": 4.9}, {""label"": ""Giao tiếp"", ""score"": 3.7}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",41,2020,"2026-04-24 14:19:16.763731+00"
7146bcec-d1f0-4316-808c-ee16ff366a40,"AI Forecasting","Vận hành",Member,"Nội bộ","19B VNĐ",completed,,,,,60,[],3.50,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",85,2020,"2026-04-24 14:19:16.763731+00"
af69af6a-cb75-4040-b677-ec87b9206f3b,"Sustainability Initiative","Công nghệ",Member,"Khách hàng A","25B VNĐ",active,,,,,12,[],4.20,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.2}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.9}, {""label"": ""Giao tiếp"", ""score"": 5.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Hỗ trợ nhóm"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",31,2022,"2026-04-24 14:19:16.763731+00"
e1e7a261-eff5-4cc6-8bc3-77e0b488f4dd,"Sustainability Initiative","Kinh doanh",Sponsor,"Đối tác C","31B VNĐ",active,,,,,41,[],4.80,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 5.0}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 5.0}, {""label"": ""Giao tiếp"", ""score"": 5.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.3}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",33,2023,"2026-04-24 14:19:16.763731+00"
c406d689-b008-4aa8-b47c-3fa709a51be5,"ISO Certification","Vận hành",Sponsor,"Khách hàng A","46B VNĐ",planning,,,,,87,[],3.50,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.0}, {""label"": ""Giao tiếp"", ""score"": 5.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",101,2024,"2026-04-24 14:19:16.763731+00"
3fd8bc85-4abc-4d97-a2be-6428b2a50e72,"AI Forecasting","Vận hành",Lead,"Nội bộ","35B VNĐ",active,,,,,34,[],4.70,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Cấp dưới"", ""score"": 4.7}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.0}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.5}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Đáng tin cậy"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",91,2021,"2026-04-24 14:19:16.763731+00"
5f5c812d-ccb4-4d12-b40d-09164cfcafe2,"Digital Transformation","Công nghệ",Member,"Đối tác C","12B VNĐ",completed,,,,,84,[],3.00,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 3.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 3.7}, {""label"": ""Làm việc nhóm"", ""score"": 3.1}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",66,2021,"2026-04-24 14:19:16.763731+00"
d1c75475-a9b2-4baa-8e56-0c54aca5fc30,"ISO Certification","Vận hành",Lead,"Khách hàng B","6B VNĐ",completed,,,,,92,[],4.10,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.6}, {""label"": ""Giao tiếp"", ""score"": 3.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.9}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",47,2023,"2026-04-24 14:19:16.763731+00"
280dd5dc-0015-4f8b-9ac5-6d19e8499ad2,"Market Expansion HAN","Hành chính",Sponsor,"Khách hàng A","4B VNĐ",completed,,,,,0,[],3.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.3}, {""role"": ""Quản lý trực tiếp"", ""score"": 5.0}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 2.7}, {""label"": ""Giao tiếp"", ""score"": 4.7}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",59,2019,"2026-04-24 14:19:16.763731+00"
c38f43ff-c85c-41a1-babf-7a0e0eaec900,"CRM Implementation","Hành chính",Contributor,"Đối tác C","35B VNĐ",planning,,,,,82,[],4.10,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.1}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.0}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.4}]","[{""label"": ""Lãnh đạo"", ""score"": 2.9}, {""label"": ""Giao tiếp"", ""score"": 4.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Giải quyết vấn đề"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",76,2024,"2026-04-24 14:19:16.763731+00"
d4833cd2-245f-4024-8470-5c5600643d38,"Sustainability Initiative","Công nghệ",Contributor,"Khách hàng B","45B VNĐ",planning,,,,,67,[],4.30,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.7}, {""role"": ""Cấp dưới"", ""score"": 4.7}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 4.9}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",97,2019,"2026-04-24 14:19:16.763731+00"
7b950119-9084-4764-ac43-83efbc402da3,"Sustainability Initiative","Vận hành",Lead,"Khách hàng B","12B VNĐ",active,,,,,15,[],3.70,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.1}, {""role"": ""Cấp dưới"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.4}, {""label"": ""Giao tiếp"", ""score"": 4.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",81,2019,"2026-04-24 14:19:16.763731+00"
6ec05e0f-c2e4-416f-815f-c1c14fb76f37,"ERP Migration","Hành chính",Contributor,"Đối tác C","20B VNĐ",completed,,,,,69,[],3.00,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.9}, {""role"": ""Cấp dưới"", ""score"": 3.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.3}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",74,2024,"2026-04-24 14:19:16.763731+00"
bede56c8-99b8-4159-b2a1-8daf219cdad1,"ERP Migration","Kinh doanh",Lead,"Nội bộ","27B VNĐ",active,,,,,45,[],3.50,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.5}]","[{""label"": ""Lãnh đạo"", ""score"": 4.9}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Kỹ năng kỹ thuật"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",34,2024,"2026-04-24 14:19:16.763731+00"
dcb057d3-02c7-4184-bf4b-9a1291155178,"Market Expansion HAN","Hành chính",Member,"Khách hàng B","14B VNĐ",active,,,,,88,[],3.30,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.4}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 2.9}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",50,2019,"2026-04-24 14:19:16.763731+00"
a86cc463-8e0e-4792-9816-91546127fcd0,"Market Expansion HAN","Kinh doanh",Contributor,"Khách hàng B","19B VNĐ",completed,,,,,84,[],4.20,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.9}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.9}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Đáng tin cậy"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",98,2019,"2026-04-24 14:19:16.763731+00"
173944bf-3ee7-4ce1-a770-985cec3ffb23,"Sustainability Initiative","Vận hành",Member,"Khách hàng B","18B VNĐ",planning,,,,,57,[],4.10,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.1}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",95,2021,"2026-04-24 14:19:16.763731+00"
